,carat,cut,cut_ord,color,clarity,clarity_ord,price
2153,0.68,Ideal,5,E,VS1,4,3064.34
2154,0.7,Ideal,5,F,VS2,5,3686.6
2155,0.31,Ideal,5,F,IF,8,1767.53
2156,0.4,Ideal,5,F,VS1,4,708.7
2157,0.43,Ideal,5,F,SI1,3,507.09
2158,0.24,Very Good,3,F,VVS1,7,408.42
2159,1,Premium,4,E,SI1,3,5144.4
2160,1.61,Premium,4,J,SI2,2,9822.33
2161,0.3,Very Good,3,J,VS1,4,-448.8
2162,1,Ideal,5,D,SI1,3,5302.5
2163,0.71,Premium,4,E,SI2,2,2250.63
2164,1.01,Ideal,5,H,SI1,3,5386.63
2165,1,Very Good,3,F,SI2,2,4532.3
2166,0.46,Very Good,3,D,VS2,5,1351.28
2167,0.92,Good,2,H,VS1,4,4609.16
2168,1.61,Premium,4,I,SI1,3,10276.33
2169,0.31,Very Good,3,I,VVS2,6,543.33
2170,0.31,Ideal,5,D,VVS2,6,859.53
2171,0.77,Ideal,5,H,VS2,5,4275.51
2172,1.2,Very Good,3,J,SI1,3,6668.9
2173,0.78,Ideal,5,G,SI1,3,3451.64
2174,0.4,Ideal,5,E,SI2,2,-199.3
2175,0.56,Ideal,5,G,VS1,4,2054.78
2176,0.31,Premium,4,H,IF,8,1609.43
2177,0.41,Ideal,5,H,VVS1,7,2154.83
2178,0.32,Premium,4,I,SI1,3,-576.44
2179,0.38,Ideal,5,E,VS1,4,540.44
2180,0.3,Ideal,5,E,VS2,5,321.4
2181,1.25,Ideal,5,I,VS2,5,8313.75
2182,1.79,Premium,4,I,VS1,4,12244.67
2183,0.43,Ideal,5,D,VS2,5,1415.09
2184,0.35,Ideal,5,E,VS2,5,742.05
2185,0.31,Premium,4,E,IF,8,1609.43
2186,0.71,Premium,4,F,SI1,3,2704.63
2187,0.51,Fair,1,G,SI1,3,547.73
2188,0.32,Ideal,5,D,VS2,5,489.66
2189,0.53,Ideal,5,D,SI2,2,894.39
2190,1,Very Good,3,E,SI2,2,4532.3
2191,0.7,Ideal,5,E,SI1,3,2778.6
2192,1.7,Very Good,3,H,SI2,2,10421.4
2193,1.17,Ideal,5,G,VS2,5,7640.71
2194,0.8,Very Good,3,H,VS2,5,4211.7
2195,0.38,Premium,4,F,SI1,3,-71.66
2196,0.3,Ideal,5,G,SI2,2,-1040.6
2197,0.55,Ideal,5,E,SI1,3,1516.65
2198,0.7,Fair,1,H,VS1,4,2600.2
2199,0.31,Ideal,5,D,VS2,5,405.53
2200,2.01,Very Good,3,H,I1,1,12575.43
2201,0.63,Ideal,5,J,SI2,2,1735.69
2202,0.7,Fair,1,F,VS1,4,2600.2
2203,1.59,Ideal,5,H,VS2,5,11174.17
2204,0.38,Ideal,5,F,SI1,3,86.44
2205,0.5,Ideal,5,G,VVS2,6,2458
2206,1,Good,2,H,VS1,4,5282.2
2207,0.52,Ideal,5,D,SI1,3,1264.26
2208,0.31,Ideal,5,E,VS2,5,405.53
2209,0.41,Premium,4,G,VS2,5,1088.73
2210,1.21,Premium,4,E,SI2,2,6457.13
2211,0.64,Premium,4,F,VS2,5,3023.72
2212,0.7,Very Good,3,F,VS2,5,3370.4
2213,0.31,Good,2,H,VS2,5,-68.77
2214,0.82,Ideal,5,H,VVS1,7,5604.16
2215,1.06,Ideal,5,E,SI2,2,5353.28
2216,0.54,Very Good,3,E,SI1,3,1116.32
2217,1.52,Very Good,3,F,SI2,2,8907.06
2218,1.5,Very Good,3,J,VVS2,6,10554.8
2219,0.59,Very Good,3,D,VS1,4,1990.97
2220,1.17,Very Good,3,H,SI1,3,6416.51
2221,0.8,Ideal,5,D,SI1,3,3619.9
2222,1.03,Premium,4,H,SI2,2,4942.79
2223,0.51,Ideal,5,G,VVS1,7,2996.13
2224,0.73,Ideal,5,G,SI2,2,2576.99
2225,0.51,Ideal,5,E,SI1,3,1180.13
2226,0.31,Premium,4,G,VS2,5,247.43
2227,0.38,Very Good,3,I,VS1,4,224.24
2228,1.52,Good,2,J,VS2,5,10110.96
2229,1.24,Premium,4,G,IF,8,9433.52
2230,1.02,Ideal,5,H,SI1,3,5470.76
2231,0.3,Ideal,5,I,VVS2,6,775.4
2232,0.39,Premium,4,E,VS2,5,920.47
2233,0.76,Good,2,D,VS2,5,3717.08
2234,0.52,Premium,4,F,VS2,5,2014.16
2235,1.02,Premium,4,E,VS2,5,6220.66
2236,0.4,Ideal,5,G,VS2,5,1162.7
2237,0.52,Ideal,5,D,VVS2,6,2626.26
2238,0.52,Very Good,3,D,VS2,5,1856.06
2239,0.63,Premium,4,F,SI1,3,2031.59
2240,0.32,Premium,4,E,VVS2,6,785.56
2241,0.4,Premium,4,D,VVS2,6,1458.6
2242,0.74,Ideal,5,E,SI2,2,2661.12
2243,1.07,Ideal,5,H,SI2,2,5437.41
2244,3.01,Good,2,I,SI2,2,21284.33
2245,0.31,Premium,4,G,VVS2,6,701.43
2246,0.54,Ideal,5,J,VVS1,7,3248.52
2247,0.7,Very Good,3,G,SI1,3,2462.4
2248,2.48,Premium,4,I,SI1,3,17595.64
2249,0.3,Ideal,5,H,VS2,5,321.4
2250,0.9,Good,2,I,SI2,2,3532.9
2251,0.33,Premium,4,G,VVS1,7,1323.69
2252,1.3,Premium,4,G,VS2,5,8576.3
2253,1.14,Good,2,G,SI2,2,5552.02
2254,0.62,Ideal,5,H,VVS1,7,3921.56
2255,0.31,Premium,4,E,VS1,4,-206.57
2256,0.3,Ideal,5,G,IF,8,1683.4
2257,1.02,Ideal,5,E,SI1,3,5470.76
2258,0.53,Ideal,5,G,VS2,5,2256.39
2259,1.08,Premium,4,G,SI2,2,5363.44
2260,1.01,Premium,4,F,SI2,2,4774.53
2261,1.13,Fair,1,H,SI2,2,5309.79
2262,1.7,Ideal,5,F,VS2,5,12099.6
2263,0.42,Ideal,5,F,VS1,4,876.96
2264,1.08,Ideal,5,E,VS1,4,6429.54
2265,0.77,Premium,4,J,VS2,5,4117.41
2266,1.11,Ideal,5,G,VS2,5,7135.93
2267,1.12,Ideal,5,E,SI2,2,5858.06
2268,1.2,Premium,4,H,VS1,4,7281
2269,1.02,Very Good,3,F,VS1,4,5608.56
2270,0.33,Ideal,5,G,VVS2,6,1027.79
2271,0.31,Very Good,3,G,VVS1,7,997.33
2272,1.25,Premium,4,J,SI1,3,7247.65
2273,1.25,Premium,4,H,VS2,5,8155.65
2274,0.3,Ideal,5,E,VVS2,6,775.4
2275,1.11,Ideal,5,G,VS2,5,7135.93
2276,0.61,Ideal,5,F,VS2,5,2929.43
2277,1.26,Very Good,3,G,SI1,3,7173.68
2278,0.32,Ideal,5,D,SI1,3,-418.34
2279,1.5,Premium,4,I,VS1,4,9804.9
2280,0.39,Ideal,5,F,SI1,3,170.57
2281,1.73,Premium,4,H,SI2,2,10831.89
2282,1,Ideal,5,I,SI2,2,4848.5
2283,2.39,Very Good,3,J,VS1,4,17134.37
2284,1.52,Premium,4,H,SI1,3,9519.16
2285,0.33,Ideal,5,D,SI2,2,-788.21
2286,0.31,Ideal,5,I,VVS1,7,1313.53
2287,1.2,Very Good,3,F,SI1,3,6668.9
2288,0.36,Ideal,5,D,VVS2,6,1280.18
2289,0.31,Ideal,5,I,VS2,5,405.53
2290,0.37,Ideal,5,E,VS2,5,910.31
2291,2.59,Ideal,5,J,VS1,4,19133.17
2292,0.56,Ideal,5,E,VS2,5,2508.78
2293,1.01,Premium,4,F,SI1,3,5228.53
2294,0.71,Ideal,5,F,SI1,3,2862.73
2295,0.4,Very Good,3,G,SI2,2,-515.5
2296,1.02,Ideal,5,E,SI1,3,5470.76
2297,0.38,Very Good,3,H,SI2,2,-683.76
2298,1.01,Premium,4,G,SI2,2,4774.53
2299,0.84,Ideal,5,J,VS2,5,4864.42
2300,0.83,Premium,4,J,SI1,3,3714.19
2301,0.31,Premium,4,I,VVS2,6,701.43
2302,2.01,Premium,4,J,SI2,2,13187.53
2303,0.43,Ideal,5,F,VVS1,7,2323.09
2304,0.34,Ideal,5,F,VS2,5,657.92
2305,0.33,Ideal,5,E,VS1,4,119.79
2306,1,Very Good,3,D,SI2,2,4532.3
2307,0.28,Ideal,5,G,SI1,3,-754.86
2308,0.4,Ideal,5,G,VVS2,6,1616.7
2309,1.08,Ideal,5,H,SI1,3,5975.54
2310,1.19,Fair,1,I,SI1,3,6268.57
2311,1.51,Very Good,3,F,VS1,4,9730.93
2312,0.91,Very Good,3,E,SI2,2,3775.13
2313,0.43,Premium,4,G,VS2,5,1256.99
2314,1.01,Ideal,5,E,VS2,5,6294.63
2315,0.53,Ideal,5,F,VS2,5,2256.39
2316,0.33,Very Good,3,D,VVS1,7,1165.59
2317,1.11,Premium,4,F,SI2,2,5615.83
2318,1.02,Premium,4,F,VS1,4,5766.66
2319,1.01,Premium,4,F,SI1,3,5228.53
2320,0.9,Premium,4,H,SI1,3,4303.1
2321,1.03,Ideal,5,D,VVS2,6,6916.89
2322,0.42,Ideal,5,D,VVS2,6,1784.96
2323,0.51,Ideal,5,G,VS1,4,1634.13
2324,0.71,Ideal,5,E,VVS2,6,4224.73
2325,1.6,Ideal,5,J,VS2,5,11258.3
2326,0.64,Very Good,3,D,VS2,5,2865.62
2327,1.07,Premium,4,F,SI1,3,5733.31
2328,0.63,Ideal,5,J,SI1,3,2189.69
2329,0.43,Premium,4,F,VS2,5,1256.99
2330,0.34,Premium,4,G,VS2,5,499.82
2331,0.3,Good,2,G,VS1,4,-606.9
2332,1,Very Good,3,F,SI1,3,4986.3
2333,1.01,Very Good,3,E,VS2,5,5978.43
2334,1.23,Good,2,J,SI1,3,6763.19
2335,1.02,Premium,4,H,SI1,3,5312.66
2336,2.01,Fair,1,E,SI2,2,12713.23
2337,0.82,Ideal,5,F,SI2,2,3334.16
2338,0.32,Ideal,5,F,VS2,5,489.66
2339,0.71,Premium,4,F,SI1,3,2704.63
2340,0.4,Very Good,3,E,SI2,2,-515.5
2341,0.4,Very Good,3,J,IF,8,2208.5
2342,0.51,Ideal,5,I,VS2,5,2088.13
2343,0.32,Good,2,D,VS2,5,15.36
2344,0.42,Ideal,5,G,VVS2,6,1784.96
2345,0.32,Very Good,3,I,VS1,4,-280.54
2346,1.66,Premium,4,J,VVS2,6,12058.98
2347,1.56,Very Good,3,I,SI1,3,9697.58
2348,1.5,Very Good,3,J,I1,1,8284.8
2349,0.31,Ideal,5,E,IF,8,1767.53
2350,0.7,Good,2,E,VS2,5,3212.3
2351,0.7,Ideal,5,F,SI1,3,2778.6
2352,0.72,Ideal,5,H,SI2,2,2492.86
2353,0.52,Ideal,5,D,SI2,2,810.26
2354,0.41,Very Good,3,F,VVS1,7,1838.63
2355,0.9,Very Good,3,H,VS1,4,4599
2356,2.06,Ideal,5,I,VS2,5,15128.28
2357,0.72,Ideal,5,I,VS1,4,3400.86
2358,0.38,Premium,4,E,VS2,5,836.34
2359,0.51,Ideal,5,E,VS2,5,2088.13
2360,0.31,Premium,4,G,VVS1,7,1155.43
2361,0.71,Very Good,3,J,SI1,3,2546.53
2362,2.22,Ideal,5,I,VS2,5,16474.36
2363,1.24,Ideal,5,D,VVS2,6,8683.62
2364,1.02,Premium,4,F,VS2,5,6220.66
2365,0.78,Ideal,5,H,VVS2,6,4813.64
2366,0.34,Good,2,E,SI1,3,-724.38
2367,1.25,Premium,4,H,SI2,2,6793.65
2368,0.71,Ideal,5,G,VS1,4,3316.73
2369,0.7,Premium,4,E,SI1,3,2620.5
2370,0.3,Premium,4,J,VS2,5,163.3
2371,1.03,Ideal,5,D,SI1,3,5554.89
2372,0.53,Ideal,5,E,VS2,5,2256.39
2373,0.4,Premium,4,F,VVS2,6,1458.6
2374,0.57,Premium,4,D,VS1,4,1980.81
2375,1.01,Fair,1,E,SI1,3,4754.23
2376,0.71,Good,2,D,VS1,4,2842.43
2377,1.21,Ideal,5,G,VS1,4,7523.23
2378,1.54,Premium,4,I,SI2,2,9233.42
2379,0.32,Premium,4,I,VS1,4,-122.44
2380,0.93,Premium,4,G,VS2,5,5463.49
2381,0.71,Premium,4,D,VS2,5,3612.63
2382,2.33,Ideal,5,I,VS2,5,17399.79
2383,0.52,Premium,4,G,SI1,3,1106.16
2384,2.01,Premium,4,J,SI2,2,13187.53
2385,0.53,Ideal,5,E,VS2,5,2256.39
2386,0.57,Premium,4,G,VS2,5,2434.81
2387,0.58,Good,2,G,SI1,3,1294.74
2388,0.31,Premium,4,E,VS2,5,247.43
2389,0.31,Good,2,H,VVS1,7,839.23
2390,0.34,Ideal,5,E,VS2,5,657.92
2391,1.01,Good,2,E,SI2,2,4458.33
2392,1.08,Ideal,5,G,VS1,4,6429.54
2393,0.33,Ideal,5,I,VS1,4,119.79
2394,1.11,Very Good,3,E,VS1,4,6365.73
2395,0.3,Ideal,5,E,VS2,5,321.4
2396,1.01,Very Good,3,I,VS1,4,5524.43
2397,1.73,Good,2,E,I1,1,10061.69
2398,1.5,Premium,4,H,SI2,2,8896.9
2399,1.02,Premium,4,G,VVS1,7,7128.66
2400,0.34,Ideal,5,G,IF,8,2019.92
2401,1.04,Good,2,F,SI2,2,4710.72
2402,0.5,Ideal,5,E,VS2,5,2004
2403,0.41,Ideal,5,J,VS2,5,1246.83
2404,1.02,Premium,4,J,SI1,3,5312.66
2405,0.5,Premium,4,G,VS1,4,1391.9
2406,0.66,Ideal,5,G,SI1,3,2442.08
2407,0.42,Premium,4,F,VVS1,7,2080.86
2408,0.3,Very Good,3,H,VS2,5,5.2
2409,1.01,Very Good,3,D,SI2,2,4616.43
2410,0.7,Fair,1,G,SI2,2,1692.2
2411,0.45,Good,2,G,VVS1,7,2017.05
2412,1.01,Ideal,5,E,VS1,4,5840.63
2413,0.74,Fair,1,G,SI1,3,2482.72
2414,1.45,Fair,1,J,SI2,2,8001.95
2415,0.3,Ideal,5,I,SI1,3,-586.6
2416,1.62,Ideal,5,G,VS2,5,11426.56
2417,0.9,Good,2,E,SI2,2,3532.9
2418,0.31,Premium,4,E,VS2,5,247.43
2419,1.03,Premium,4,H,I1,1,4488.79
2420,0.3,Premium,4,E,VS2,5,163.3
2421,0.25,Very Good,3,D,VVS2,6,38.55
2422,0.31,Premium,4,E,VS1,4,-206.57
2423,1,Premium,4,H,SI2,2,4690.4
2424,0.9,Very Good,3,D,SI2,2,3691
2425,1,Very Good,3,H,SI1,3,4986.3
2426,0.5,Very Good,3,H,SI1,3,779.8
2427,1.91,Ideal,5,G,SI2,2,12504.33
2428,0.5,Premium,4,F,VS1,4,1391.9
2429,1.03,Ideal,5,F,SI2,2,5100.89
2430,1.1,Very Good,3,I,VS1,4,6281.6
2431,1.51,Ideal,5,H,SI2,2,9139.13
2432,0.67,Ideal,5,F,SI2,2,2072.21
2433,1.35,Fair,1,J,SI1,3,7614.65
2434,1.02,Very Good,3,F,VVS2,6,6516.56
2435,0.31,Very Good,3,G,VVS1,7,997.33
2436,0.79,Very Good,3,J,VS2,5,4127.57
2437,0.3,Ideal,5,G,VVS2,6,775.4
2438,0.52,Very Good,3,G,VS1,4,1402.06
2439,0.33,Very Good,3,I,VS2,5,257.59
2440,1.2,Ideal,5,F,VS2,5,7893.1
2441,0.78,Premium,4,F,SI2,2,2839.54
2442,0.41,Ideal,5,F,VVS2,6,1700.83
2443,0.4,Premium,4,D,SI1,3,96.6
2444,0.42,Ideal,5,G,VS2,5,1330.96
2445,0.52,Very Good,3,G,VVS2,6,2310.06
2446,0.76,Ideal,5,G,SI2,2,2829.38
2447,1.11,Premium,4,D,SI2,2,5615.83
2448,1.04,Ideal,5,G,VVS1,7,7455.02
2449,0.41,Very Good,3,G,VVS2,6,1384.63
2450,0.33,Ideal,5,H,VVS2,6,1027.79
2451,0.3,Ideal,5,I,SI1,3,-586.6
2452,0.32,Premium,4,G,VS2,5,331.56
2453,0.34,Good,2,H,SI1,3,-724.38
2454,0.56,Premium,4,I,VVS1,7,3258.68
2455,0.7,Premium,4,F,SI2,2,2166.5
2456,0.33,Premium,4,G,IF,8,1777.69
2457,0.26,Premium,4,H,VVS1,7,734.78
2458,1,Good,2,E,SI2,2,4374.2
2459,0.35,Ideal,5,E,VVS1,7,1650.05
2460,1.01,Premium,4,D,SI1,3,5228.53
2461,2.04,Premium,4,H,SI1,3,13893.92
2462,0.55,Ideal,5,H,SI2,2,1062.65
2463,0.26,Very Good,3,F,VS1,4,-785.32
2464,0.41,Very Good,3,G,VS1,4,476.63
2465,0.41,Ideal,5,E,VVS2,6,1700.83
2466,0.32,Ideal,5,I,VS1,4,35.66
2467,0.36,Ideal,5,D,VS2,5,826.18
2468,0.73,Very Good,3,E,SI2,2,2260.79
2469,0.33,Premium,4,H,IF,8,1777.69
2470,0.72,Very Good,3,E,VVS2,6,3992.66
2471,0.4,Good,2,D,SI1,3,-219.6
2472,1.28,Ideal,5,H,VVS1,7,9474.14
2473,0.38,Ideal,5,G,VVS1,7,1902.44
2474,1.24,Ideal,5,H,VS2,5,8229.62
2475,1.5,Good,2,G,SI2,2,8580.7
2476,1.5,Good,2,J,SI1,3,9034.7
2477,2.01,Ideal,5,H,SI1,3,13799.63
2478,1.1,Ideal,5,G,VS1,4,6597.8
2479,0.5,Good,2,G,VS2,5,1529.7
2480,1.5,Premium,4,E,SI1,3,9350.9
2481,1.5,Premium,4,J,VVS2,6,10712.9
2482,1.06,Ideal,5,D,VVS2,6,7169.28
2483,0.56,Very Good,3,E,VVS2,6,2646.58
2484,0.95,Good,2,I,SI2,2,3953.55
2485,0.31,Premium,4,G,VVS1,7,1155.43
2486,1.05,Very Good,3,H,SI1,3,5406.95
2487,2.01,Ideal,5,D,SI2,2,13345.63
2488,0.31,Very Good,3,E,SI1,3,-818.67
2489,0.56,Ideal,5,E,VS1,4,2054.78
2490,0.3,Ideal,5,D,VS2,5,321.4
2491,0.7,Ideal,5,H,VVS2,6,4140.6
2492,1.5,Very Good,3,I,SI2,2,8738.8
2493,0.38,Ideal,5,F,VVS1,7,1902.44
2494,0.3,Very Good,3,I,SI1,3,-902.8
2495,0.71,Premium,4,D,SI2,2,2250.63
2496,1,Ideal,5,G,SI1,3,5302.5
2497,1.22,Premium,4,E,SI1,3,6995.26
2498,1.51,Ideal,5,G,VVS2,6,10955.13
2499,2.01,Ideal,5,G,SI1,3,13799.63
2500,0.36,Premium,4,E,VVS2,6,1122.08
2501,0.42,Ideal,5,G,VS1,4,876.96
2502,0.91,Premium,4,F,VS2,5,5295.23
2503,1.29,Good,2,I,VS2,5,8175.97
2504,1.01,Very Good,3,G,SI1,3,5070.43
2505,1.63,Ideal,5,F,I1,1,9694.69
2506,2,Good,2,G,SI1,3,13241.2
2507,2.53,Premium,4,H,SI1,3,18016.29
2508,1.03,Fair,1,D,SI1,3,4922.49
2509,0.35,Ideal,5,G,IF,8,2104.05
2510,1.02,Good,2,H,SI2,2,4542.46
2511,1.51,Premium,4,H,I1,1,8527.03
2512,1.56,Ideal,5,F,VS1,4,10467.78
2513,0.23,Very Good,3,E,VVS1,7,324.29
2514,0.66,Good,2,G,VS1,4,2421.78
2515,0.91,Premium,4,H,VS2,5,5295.23
2516,0.31,Very Good,3,I,SI1,3,-818.67
2517,0.44,Ideal,5,F,VVS2,6,1953.22
2518,0.4,Good,2,D,SI1,3,-219.6
2519,0.9,Very Good,3,I,SI1,3,4145
2520,0.59,Very Good,3,G,VS1,4,1990.97
2521,0.41,Ideal,5,E,VVS2,6,1700.83
2522,1.01,Very Good,3,G,VS1,4,5524.43
2523,0.52,Very Good,3,I,SI1,3,948.06
2524,0.37,Premium,4,G,SI1,3,-155.79
2525,1.51,Premium,4,F,SI1,3,9435.03
2526,2.01,Very Good,3,H,SI1,3,13483.43
2527,2.05,Premium,4,I,SI2,2,13524.05
2528,1.21,Premium,4,H,SI1,3,6911.13
2529,1.01,Very Good,3,H,VS1,4,5524.43
2530,0.23,Good,2,E,VVS2,6,-287.81
2531,1.5,Fair,1,H,I1,1,7968.6
2532,0.73,Ideal,5,G,VS1,4,3484.99
2533,0.73,Very Good,3,J,VS2,5,3622.79
2534,0.56,Fair,1,F,SI1,3,968.38
2535,0.33,Premium,4,H,VS1,4,-38.31
2536,1.71,Ideal,5,G,SI1,3,11275.73
2537,2.15,Ideal,5,G,SI2,2,14523.45
2538,1.31,Ideal,5,F,SI1,3,7910.53
2539,0.9,Good,2,F,SI1,3,3986.9
2540,0.38,Ideal,5,G,VS1,4,540.44
2541,0.4,Premium,4,F,VVS1,7,1912.6
2542,1.03,Very Good,3,G,VS1,4,5692.69
2543,0.39,Very Good,3,J,VVS1,7,1670.37
2544,0.42,Ideal,5,E,VS2,5,1330.96
2545,0.58,Ideal,5,D,SI2,2,1315.04
2546,1,Fair,1,E,SI2,2,4216.1
2547,0.31,Very Good,3,G,VS1,4,-364.67
2548,1.5,Premium,4,H,SI2,2,8896.9
2549,0.7,Good,2,F,VVS2,6,3666.3
2550,1.5,Premium,4,I,SI1,3,9350.9
2551,1.5,Very Good,3,D,SI1,3,9192.8
2552,1.55,Ideal,5,I,VS2,5,10837.65
2553,0.33,Premium,4,G,VS1,4,-38.31
2554,1.23,Ideal,5,H,VS2,5,8145.49
2555,0.57,Very Good,3,G,SI1,3,1368.71
2556,1.72,Premium,4,F,I1,1,10293.76
2557,1,Premium,4,G,VS1,4,5598.4
2558,1.28,Ideal,5,G,I1,1,6750.14
2559,0.38,Ideal,5,G,VS2,5,994.44
2560,0.9,Very Good,3,G,SI2,2,3691
2561,1.51,Very Good,3,G,VVS2,6,10638.93
2562,0.52,Premium,4,H,SI1,3,1106.16
2563,0.31,Ideal,5,E,VVS1,7,1313.53
2564,0.28,Very Good,3,F,VVS2,6,290.94
2565,0.7,Very Good,3,E,SI1,3,2462.4
2566,1.51,Very Good,3,E,VS2,5,10184.93
2567,1.05,Very Good,3,G,IF,8,7676.95
2568,1,Premium,4,E,VVS2,6,6506.4
2569,1.51,Very Good,3,J,VVS2,6,10638.93
2570,1.21,Very Good,3,H,SI1,3,6753.03
2571,0.34,Ideal,5,I,VS1,4,203.92
2572,0.9,Premium,4,E,SI1,3,4303.1
2573,1.3,Ideal,5,D,SI1,3,7826.4
2574,0.42,Ideal,5,G,VS1,4,876.96
2575,0.74,Ideal,5,E,SI1,3,3115.12
2576,1.02,Ideal,5,D,VS1,4,5924.76
2577,0.3,Ideal,5,D,VS2,5,321.4
2578,0.4,Very Good,3,D,VVS2,6,1300.5
2579,0.3,Premium,4,D,SI1,3,-744.7
2580,0.3,Ideal,5,E,VS2,5,321.4
2581,2.01,Fair,1,H,SI2,2,12713.23
2582,1.35,Premium,4,F,VS2,5,8996.95
2583,1.03,Ideal,5,F,SI2,2,5100.89
2584,1.01,Good,2,D,SI1,3,4912.33
2585,0.71,Very Good,3,H,VS2,5,3454.53
2586,0.38,Ideal,5,F,VVS1,7,1902.44
2587,0.5,Good,2,G,SI2,2,167.7
2588,0.54,Premium,4,H,VS1,4,1728.42
2589,0.73,Ideal,5,F,VVS1,7,4846.99
2590,1.01,Fair,1,D,SI2,2,4300.23
2591,0.51,Premium,4,E,VS2,5,1930.03
2592,1.01,Good,2,I,VS2,5,5820.33
2593,2.03,Premium,4,J,VS1,4,14263.79
2594,0.34,Ideal,5,H,VVS2,6,1111.92
2595,0.54,Ideal,5,F,VVS2,6,2794.52
2596,0.7,Good,2,I,VS1,4,2758.3
2597,1.52,Good,2,H,SI1,3,9202.96
2598,0.31,Ideal,5,D,SI1,3,-502.47
2599,0.4,Very Good,3,E,VVS1,7,1754.5
2600,0.5,Premium,4,D,SI1,3,937.9
2601,1.02,Very Good,3,E,SI2,2,4700.56
2602,0.5,Very Good,3,H,VS1,4,1233.8
2603,1.21,Very Good,3,E,SI1,3,6753.03
2604,0.54,Good,2,D,VS1,4,1412.22
2605,1.01,Ideal,5,H,SI1,3,5386.63
2606,0.32,Ideal,5,H,VS2,5,489.66
2607,0.9,Premium,4,H,VS2,5,5211.1
2608,1.5,Ideal,5,F,VVS2,6,10871
2609,0.33,Premium,4,G,VVS1,7,1323.69
2610,0.5,Very Good,3,F,VS2,5,1687.8
2611,0.71,Ideal,5,D,SI2,2,2408.73
2612,0.72,Premium,4,H,VS2,5,3696.76
2613,1.08,Very Good,3,G,SI2,2,5205.34
2614,0.55,Ideal,5,E,SI1,3,1516.65
2615,0.33,Premium,4,F,VS2,5,415.69
2616,0.3,Very Good,3,G,VVS2,6,459.2
2617,0.41,Ideal,5,E,VVS1,7,2154.83
2618,0.35,Premium,4,E,SI1,3,-324.05
2619,1.51,Very Good,3,H,VS1,4,9730.93
2620,0.82,Good,2,J,SI1,3,3313.86
2621,1.18,Premium,4,H,SI1,3,6658.74
2622,0.4,Premium,4,G,VS1,4,550.6
2623,0.31,Ideal,5,H,VS2,5,405.53
2624,0.3,Premium,4,H,SI1,3,-744.7
2625,2.05,Premium,4,E,SI2,2,13524.05
2626,0.7,Very Good,3,F,SI1,3,2462.4
2627,0.42,Very Good,3,E,SI1,3,106.76
2628,1.06,Ideal,5,H,SI2,2,5353.28
2629,0.29,Very Good,3,G,VVS2,6,375.07
2630,0.73,Ideal,5,E,VS1,4,3484.99
2631,1.03,Very Good,3,G,SI1,3,5238.69
2632,0.74,Ideal,5,E,SI1,3,3115.12
2633,1.18,Premium,4,E,I1,1,5750.74
2634,0.9,Premium,4,H,VS1,4,4757.1
2635,1.41,Premium,4,G,SI1,3,8593.73
2636,1.03,Ideal,5,H,VVS2,6,6916.89
2637,1.02,Premium,4,D,VS2,5,6220.66
2638,0.7,Ideal,5,F,SI2,2,2324.6
2639,0.32,Ideal,5,F,VS2,5,489.66
2640,0.43,Ideal,5,E,VVS1,7,2323.09
2641,0.5,Very Good,3,E,SI2,2,325.8
2642,0.28,Very Good,3,D,VVS2,6,290.94
2643,0.36,Ideal,5,H,VS2,5,826.18
2644,1.51,Very Good,3,F,SI1,3,9276.93
2645,0.52,Ideal,5,G,VS2,5,2172.26
2646,1.05,Ideal,5,F,SI1,3,5723.15
2647,0.34,Very Good,3,D,SI1,3,-566.28
2648,0.4,Ideal,5,E,VS2,5,1162.7
2649,2.14,Ideal,5,H,SI2,2,14439.32
2650,2,Premium,4,J,VS1,4,14011.4
2651,0.92,Premium,4,F,SI2,2,4017.36
2652,1.55,Premium,4,D,SI2,2,9317.55
2653,1.04,Ideal,5,G,VS2,5,6547.02
2654,1.02,Ideal,5,E,SI1,3,5470.76
2655,2.01,Very Good,3,I,SI1,3,13483.43
2656,1.51,Fair,1,I,VS2,5,9868.73
2657,0.3,Ideal,5,F,VVS2,6,775.4
2658,1.01,Ideal,5,G,VS2,5,6294.63
2659,1.05,Premium,4,J,VS1,4,6019.05
2660,1.22,Ideal,5,E,VVS2,6,8515.36
2661,0.75,Premium,4,F,SI1,3,3041.15
2662,0.44,Ideal,5,F,SI1,3,591.22
2663,0.33,Ideal,5,G,VS1,4,119.79
2664,0.72,Ideal,5,E,VS2,5,3854.86
2665,0.81,Premium,4,E,SI2,2,3091.93
2666,0.3,Ideal,5,D,SI1,3,-586.6
2667,0.7,Very Good,3,E,SI1,3,2462.4
2668,1.72,Premium,4,H,SI1,3,11201.76
2669,1,Premium,4,F,SI1,3,5144.4
2670,0.3,Very Good,3,G,SI1,3,-902.8
2671,0.28,Ideal,5,H,VVS2,6,607.14
2672,0.72,Very Good,3,J,VS1,4,3084.66
2673,0.31,Premium,4,G,SI1,3,-660.57
2674,1.54,Premium,4,I,SI2,2,9233.42
2675,0.31,Ideal,5,G,SI1,3,-502.47
2676,0.37,Premium,4,D,VVS2,6,1206.21
2677,0.38,Ideal,5,G,VS2,5,994.44
2678,0.9,Fair,1,E,I1,1,2920.8
2679,1,Premium,4,J,SI1,3,5144.4
2680,0.33,Very Good,3,I,VVS1,7,1165.59
2681,1.03,Very Good,3,J,SI2,2,4784.69
